id,name,length,width,weight,price,unit,available,image
TS-63-9.7,Лестница тепловых сетей Л-16 (63 ТС-9.7),970,63,134.0,25460,1 шт,✅,images/tl/tl-mini.png
TS-63-9.8,Лестница тепловых сетей Л-16 (63 ТС-9.8),980,63,135.3,25705,1 шт,✅,images/tl/tl-mini.png
TS-63-9.9,Лестница тепловых сетей Л-16 (63 ТС-9.9),990,63,136.7,25975,1 шт,✅,images/tl/tl-mini.png
TS-63-10,Лестница тепловых сетей Л-16 (63 ТС-10),1000,63,138.1,26240,1 шт,✅,images/tl/tl-mini.png
TS-63-10.1,Лестница тепловых сетей Л-16 (63 ТС-10.1),1010,63,139.5,26505,1 шт,✅,images/tl/tl-mini.png
TS-63-10.2,Лестница тепловых сетей Л-16 (63 ТС-10.2),1020,63,140.9,26770,1 шт,✅,images/tl/tl-mini.png
TS-63-10.3,Лестница тепловых сетей Л-16 (63 ТС-10.3),1030,63,142.2,27020,1 шт,✅,images/tl/tl-mini.png
TS-63-10.4,Лестница тепловых сетей Л-16 (63 ТС-10.4),1040,63,143.6,27285,1 шт,✅,images/tl/tl-mini.png
TS-63-10.5,Лестница тепловых сетей Л-16 (63 ТС-10.5),1050,63,145.0,27550,1 шт,✅,images/tl/tl-mini.png
TS-63-10.6,Лестница тепловых сетей Л-16 (63 ТС-10.6),1060,63,146.4,27815,1 шт,✅,images/tl/tl-mini.png
TS-63-10.7,Лестница тепловых сетей Л-16 (63 ТС-10.7),1070,63,147.8,28080,1 шт,✅,images/tl/tl-mini.png
TS-63-10.8,Лестница тепловых сетей Л-16 (63 ТС-10.8),1080,63,149.1,28330,1 шт,✅,images/tl/tl-mini.png
TS-63-10.9,Лестница тепловых сетей Л-16 (63 ТС-10.9),1090,63,150.5,28595,1 шт,✅,images/tl/tl-mini.png
TS-63-11,Лестница тепловых сетей Л-16 (63 ТС-11),1100,63,151.9,28860,1 шт,✅,images/tl/tl-mini.png
TS-63-11.1,Лестница тепловых сетей Л-16 (63 ТС-11.1),1110,63,153.3,29125,1 шт,✅,images/tl/tl-mini.png
TS-63-11.2,Лестница тепловых сетей Л-16 (63 ТС-11.2),1120,63,154.7,29395,1 шт,✅,images/tl/tl-mini.png
TS-63-11.3,Лестница тепловых сетей Л-16 (63 ТС-11.3),1130,63,156.1,29660,1 шт,✅,images/tl/tl-mini.png
TS-63-11.4,Лестница тепловых сетей Л-16 (63 ТС-11.4),1140,63,157.4,29905,1 шт,✅,images/tl/tl-mini.png
TS-63-11.5,Лестница тепловых сетей Л-16 (63 ТС-11.5),1150,63,158.8,30170,1 шт,✅,images/tl/tl-mini.png
TS-63-11.6,Лестница тепловых сетей Л-16 (63 ТС-11.6),1160,63,160.2,30440,1 шт,✅,images/tl/tl-mini.png
TS-63-11.7,Лестница тепловых сетей Л-16 (63 ТС-11.7),1170,63,161.6,30705,1 шт,✅,images/tl/tl-mini.png
