id,name,length,width,weight,price,unit,available,image
TS-50-5.7,Лестница тепловых сетей Л-16 (50 ТС-5.7),570,50,62.0,11780,1 шт,✅,images/tl/tl-mini.png
TS-50-5.8,Лестница тепловых сетей Л-16 (50 ТС-5.8),580,50,63.0,11970,1 шт,✅,images/tl/tl-mini.png
TS-50-5.9,Лестница тепловых сетей Л-16 (50 ТС-5.9),590,50,64.1,12180,1 шт,✅,images/tl/tl-mini.png
TS-50-6,Лестница тепловых сетей Л-16 (50 ТС-6),600,50,65.2,12390,1 шт,✅,images/tl/tl-mini.png
TS-50-6.1,Лестница тепловых сетей Л-16 (50 ТС-6.1),610,50,66.3,12600,1 шт,✅,images/tl/tl-mini.png
TS-50-6.2,Лестница тепловых сетей Л-16 (50 ТС-6.2),620,50,67.4,12805,1 шт,✅,images/tl/tl-mini.png
TS-50-6.3,Лестница тепловых сетей Л-16 (50 ТС-6.3),630,50,68.5,13015,1 шт,✅,images/tl/tl-mini.png
TS-50-6.4,Лестница тепловых сетей Л-16 (50 ТС-6.4),640,50,69.6,13225,1 шт,✅,images/tl/tl-mini.png
TS-50-6.5,Лестница тепловых сетей Л-16 (50 ТС-6.5),650,50,70.7,13435,1 шт,✅,images/tl/tl-mini.png
TS-50-6.6,Лестница тепловых сетей Л-16 (50 ТС-6.6),660,50,71.7,13625,1 шт,✅,images/tl/tl-mini.png
TS-50-6.7,Лестница тепловых сетей Л-16 (50 ТС-6.7),670,50,72.8,13830,1 шт,✅,images/tl/tl-mini.png
TS-50-6.8,Лестница тепловых сетей Л-16 (50 ТС-6.8),680,50,73.9,14040,1 шт,✅,images/tl/tl-mini.png
TS-50-6.9,Лестница тепловых сетей Л-16 (50 ТС-6.9),690,50,75.0,14250,1 шт,✅,images/tl/tl-mini.png
TS-50-7,Лестница тепловых сетей Л-16 (50 ТС-7),700,50,76.1,14460,1 шт,✅,images/tl/tl-mini.png
TS-50-7.1,Лестница тепловых сетей Л-16 (50 ТС-7.1),710,50,77.2,14670,1 шт,✅,images/tl/tl-mini.png
TS-50-7.2,Лестница тепловых сетей Л-16 (50 ТС-7.2),720,50,78.3,14875,1 шт,✅,images/tl/tl-mini.png
TS-50-7.3,Лестница тепловых сетей Л-16 (50 ТС-7.3),730,50,79.4,15085,1 шт,✅,images/tl/tl-mini.png
TS-50-7.4,Лестница тепловых сетей Л-16 (50 ТС-7.4),740,50,80.4,15280,1 шт,✅,images/tl/tl-mini.png
TS-50-7.5,Лестница тепловых сетей Л-16 (50 ТС-7.5),750,50,81.5,15485,1 шт,✅,images/tl/tl-mini.png
TS-50-7.6,Лестница тепловых сетей Л-16 (50 ТС-7.6),760,50,82.6,15695,1 шт,✅,images/tl/tl-mini.png
TS-50-7.7,Лестница тепловых сетей Л-16 (50 ТС-7.7),770,50,83.7,15905,1 шт,✅,images/tl/tl-mini.png
TS-50-7.8,Лестница тепловых сетей Л-16 (50 ТС-7.8),780,50,84.8,16110,1 шт,✅,images/tl/tl-mini.png
TS-50-7.9,Лестница тепловых сетей Л-16 (50 ТС-7.9),790,50,85.9,16320,1 шт,✅,images/tl/tl-mini.png
TS-50-8,Лестница тепловых сетей Л-16 (50 ТС-8),800,50,87.0,16530,1 шт,✅,images/tl/tl-mini.png
TS-50-8.1,Лестница тепловых сетей Л-16 (50 ТС-8.1),810,50,88.0,16720,1 шт,✅,images/tl/tl-mini.png
TS-50-8.2,Лестница тепловых сетей Л-16 (50 ТС-8.2),820,50,89.1,16930,1 шт,✅,images/tl/tl-mini.png
TS-50-8.3,Лестница тепловых сетей Л-16 (50 ТС-8.3),830,50,90.2,17140,1 шт,✅,images/tl/tl-mini.png
TS-50-8.4,Лестница тепловых сетей Л-16 (50 ТС-8.4),840,50,91.3,17345,1 шт,✅,images/tl/tl-mini.png
TS-50-8.5,Лестница тепловых сетей Л-16 (50 ТС-8.5),850,50,92.4,17555,1 шт,✅,images/tl/tl-mini.png
TS-50-8.6,Лестница тепловых сетей Л-16 (50 ТС-8.6),860,50,93.5,17765,1 шт,✅,images/tl/tl-mini.png
TS-50-8.7,Лестница тепловых сетей Л-16 (50 ТС-8.7),870,50,94.6,17975,1 шт,✅,images/tl/tl-mini.png
TS-50-8.8,Лестница тепловых сетей Л-16 (50 ТС-8.8),880,50,95.7,18180,1 шт,✅,images/tl/tl-mini.png
TS-50-8.9,Лестница тепловых сетей Л-16 (50 ТС-8.9),890,50,96.7,18370,1 шт,✅,images/tl/tl-mini.png
TS-50-9,Лестница тепловых сетей Л-16 (50 ТС-9),900,50,97.8,18580,1 шт,✅,images/tl/tl-mini.png
TS-50-9.1,Лестница тепловых сетей Л-16 (50 ТС-9.1),910,50,98.9,18790,1 шт,✅,images/tl/tl-mini.png
TS-50-9.2,Лестница тепловых сетей Л-16 (50 ТС-9.2),920,50,100.0,19000,1 шт,✅,images/tl/tl-mini.png
TS-50-9.3,Лестница тепловых сетей Л-16 (50 ТС-9.3),930,50,101.1,19210,1 шт,✅,images/tl/tl-mini.png
TS-50-9.4,Лестница тепловых сетей Л-16 (50 ТС-9.4),940,50,102.2,19420,1 шт,✅,images/tl/tl-mini.png
TS-50-9.5,Лестница тепловых сетей Л-16 (50 ТС-9.5),950,50,103.3,19625,1 шт,✅,images/tl/tl-mini.png
TS-50-9.6,Лестница тепловых сетей Л-16 (50 ТС-9.6),960,50,104.4,19835,1 шт,✅,images/tl/tl-mini.png
TS-50-9.7,Лестница тепловых сетей Л-16 (50 ТС-9.7),970,50,105.4,20025,1 шт,✅,images/tl/tl-mini.png
TS-50-9.8,Лестница тепловых сетей Л-16 (50 ТС-9.8),980,50,106.5,20235,1 шт,✅,images/tl/tl-mini.png
TS-50-9.9,Лестница тепловых сетей Л-16 (50 ТС-9.9),990,50,107.6,20445,1 шт,✅,images/tl/tl-mini.png
TS-50-10,Лестница тепловых сетей Л-16 (50 ТС-10),1000,50,108.7,20655,1 шт,✅,images/tl/tl-mini.png
TS-50-10.1,Лестница тепловых сетей Л-16 (50 ТС-10.1),1010,50,109.8,20860,1 шт,✅,images/tl/tl-mini.png
TS-50-10.2,Лестница тепловых сетей Л-16 (50 ТС-10.2),1020,50,110.9,21070,1 шт,✅,images/tl/tl-mini.png
TS-50-10.3,Лестница тепловых сетей Л-16 (50 ТС-10.3),1030,50,112.0,21280,1 шт,✅,images/tl/tl-mini.png
TS-50-10.4,Лестница тепловых сетей Л-16 (50 ТС-10.4),1040,50,113.0,21470,1 шт,✅,images/tl/tl-mini.png
TS-50-10.5,Лестница тепловых сетей Л-16 (50 ТС-10.5),1050,50,114.1,21680,1 шт,✅,images/tl/tl-mini.png
TS-50-10.6,Лестница тепловых сетей Л-16 (50 ТС-10.6),1060,50,115.2,21890,1 шт,✅,images/tl/tl-mini.png
TS-50-10.7,Лестница тепловых сетей Л-16 (50 ТС-10.7),1070,50,116.3,22100,1 шт,✅,images/tl/tl-mini.png
TS-50-10.8,Лестница тепловых сетей Л-16 (50 ТС-10.8),1080,50,117.4,22305,1 шт,✅,images/tl/tl-mini.png
TS-50-10.9,Лестница тепловых сетей Л-16 (50 ТС-10.9),1090,50,118.5,22515,1 шт,✅,images/tl/tl-mini.png
TS-50-11,Лестница тепловых сетей Л-16 (50 ТС-11),1100,50,119.6,22720,1 шт,✅,images/tl/tl-mini.png
TS-50-11.1,Лестница тепловых сетей Л-16 (50 ТС-11.1),1110,50,120.7,22930,1 шт,✅,images/tl/tl-mini.png
TS-50-11.2,Лестница тепловых сетей Л-16 (50 ТС-11.2),1120,50,121.7,23125,1 шт,✅,images/tl/tl-mini.png
TS-50-11.3,Лестница тепловых сетей Л-16 (50 ТС-11.3),1130,50,122.8,23330,1 шт,✅,images/tl/tl-mini.png
TS-50-11.4,Лестница тепловых сетей Л-16 (50 ТС-11.4),1140,50,123.9,23540,1 шт,✅,images/tl/tl-mini.png
TS-50-11.5,Лестница тепловых сетей Л-16 (50 ТС-11.5),1150,50,125.0,23750,1 шт,✅,images/tl/tl-mini.png
TS-50-11.6,Лестница тепловых сетей Л-16 (50 ТС-11.6),1160,50,126.1,23960,1 шт,✅,images/tl/tl-mini.png
TS-50-11.7,Лестница тепловых сетей Л-16 (50 ТС-11.7),1170,50,127.2,24170,1 шт,✅,images/tl/tl-mini.png
